user,Welches Geschlecht haben Sie?,Wurden Sie in Deutschland geboren?,Wurde Ihre Mutter in Deutschland geboren?,Wurde Ihr Vater in Deutschland geboren?,"Hier ist eine Liste mit Klassen des monatlichen Haushaltseinkommens. Bitte geben Sie an, in welcher Klasse sich Ihr Haushalt befindet, wenn Sie das monatliche Nettoeinkommen aller Haushaltsmitglieder zusammenzählen: Löhne, Renten und andere Einkommen nach allen Abzügen für Steuern und Sozialversicherungen.","Was ist der höchste allgemeinbildende Schulabschluss, den Sie erreicht haben?","Was ist der höchste Studienabschluss, den Sie erreicht haben?","Was ist der höchste berufliche Ausbildungsabschluss, den Sie erreicht haben?","Sind Sie zurzeit berufstätig oder nicht? Bitte wählen Sie von dieser Liste das aus, was auf Sie zutrifft.",Welchen Familienstand haben Sie?,Welcher Religionsgemeinschaft gehören Sie an?,Welcher dieser Berufsgruppen ordnen Sie sich primär zu?,Was ist Ihre Postleitzahl? ,Wie alt sind Sie? 
IDDE103864,männlich,Ja,Nein,Nein,über 2200 bis 2600 €,Fachhochschulreife (Abschluss einer Fachoberschule etc.),Kein Studienabschluss,Kein Ausbildungsabschluss,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Dem Islam,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",13597,23
IDDE103865,weiblich,Ja,Ja,Ja,über 6250 bis 7250 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Kein Ausbildungsabschluss,"Schüler, Student, in Ausbildung","Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der evangelischen Kirche (ohne Freikirchen),Studierende,79114,21
IDDE103866,divers,Ja,Ja,Nein,über 2600 bis 3000 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Kein Ausbildungsabschluss,"Schüler, Student, in Ausbildung","Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,Studierende,50823,23
IDDE103867,weiblich,Ja,Ja,Ja,über 1800 bis 2200 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,Verwitwet,Der römisch-katholischen Kirche,"Verkaufs- und Vertriebsberufe wie:Verkaufsleiter, Ladenbesitzer, Verkäufer, Versicherungsvertreter, Einkäufer",76473,54
IDDE103868,weiblich,Ja,Ja,Ja,über 1100 bis 1500 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Anderer beruflicher Ausbildungsabschluss,"Rentner, Ruhestand",Geschieden,keine Antwort,"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",42369,44
IDDE103869,männlich,Ja,Ja,Ja,über 5250 bis 6250 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,Eingetragene Lebenspartnerschaft,keine Antwort,"Verkaufs- und Vertriebsberufe wie:Verkaufsleiter, Ladenbesitzer, Verkäufer, Versicherungsvertreter, Einkäufer",4289,34
IDDE103870,männlich,Ja,Ja,Nein,über 3560 bis 4250 €,Fachhochschulreife (Abschluss einer Fachoberschule etc.),"Diplom, Magister, Staatsexamen einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Berufliche Zweitausbildung,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der römisch-katholischen Kirche,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",73770,53
IDDE103871,männlich,Ja,Nein,Nein,über 4250 bis 5250 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Diplom, Magister, Staatsexamen einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Kein Ausbildungsabschluss,30 Stunden in der Woche oder mehr,Verheiratet,keiner,"Freie, akademische und technische Berufe wie: Arzt, Lehrer, Ingenieur, Künstler",63785,41
IDDE103872,männlich,Ja,Nein,Nein,über 5250 bis 6250 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Meister-/Techniker- oder gleichwertiger Fachschulabschluss (inkl. Fachschule der ehemaligen DDR); Abschluss einer Fachakademie (Bayern),30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Einer evangelischen Freikirche,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",79108,25
IDDE103873,männlich,Ja,Ja,Ja,über 5250 bis 6250 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Master oder Aufbaustudium einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,Verheiratet,keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",16818,45
IDDE103874,weiblich,Ja,Ja,Ja,über 2200 bis 2600 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Diplom einer Verwaltungs-/Fachhochschule,Meister-/Techniker- oder gleichwertiger Fachschulabschluss (inkl. Fachschule der ehemaligen DDR); Abschluss einer Fachakademie (Bayern),Weniger als 30 Stunden in der Woche,Verheiratet,Der evangelischen Kirche (ohne Freikirchen),"Verkaufs- und Vertriebsberufe wie:Verkaufsleiter, Ladenbesitzer, Verkäufer, Versicherungsvertreter, Einkäufer",31860,63
IDDE103875,männlich,Nein,Nein,Nein,über 3000 bis 3560 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Laufbahnprüfung für den mittleren Dienst,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",77656,35
IDDE103876,männlich,Ja,Ja,Nein,über 1800 bis 2200 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,"Master oder Aufbaustudium einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Berufsqualifizierender Abschluss einer Berufsfachschule/eines Kollegs,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der römisch-katholischen Kirche,"Freie, akademische und technische Berufe wie: Arzt, Lehrer, Ingenieur, Künstler",87766,32
IDDE103877,weiblich,Ja,Ja,Nein,über 3000 bis 3560 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Master oder Aufbaustudium einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",keine Antwort,"Rentner, Ruhestand",Verheiratet,keine Antwort,keine Antwort,1324,68
IDDE103878,weiblich,Ja,Ja,Ja,über 3000 bis 3560 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Promotion; Habilitation,Anderer beruflicher Ausbildungsabschluss,Selbstständig,Verheiratet,Der evangelischen Kirche (ohne Freikirchen),"Freie, akademische und technische Berufe wie: Arzt, Lehrer, Ingenieur, Künstler",40370,40
IDDE103879,weiblich,Ja,Ja,Ja,mehr als 7250 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Diplom, Magister, Staatsexamen einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Kein Ausbildungsabschluss,Weniger als 30 Stunden in der Woche,Verheiratet,keine Antwort,"Höhere Verwaltungs- und Managementberufe wie: Bänker, Führungskraft im Großunternehmen, hoher Regierungsbeamter",21629,56
IDDE103880,weiblich,Ja,Ja,Ja,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,"Hausfrau, Hausmann ohne weitere sonstige Beschäftigung",Verheiratet,Der römisch-katholischen Kirche,"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",32584,57
IDDE103881,männlich,Ja,Ja,Ja,über 2600 bis 3000 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Diplom einer Berufsakademie,Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,Verheiratet,keine Antwort,Dienstleistungsberufe in der medizinischen und Alterspflege,15537,46
IDDE103882,weiblich,Ja,Ja,Ja,über 3560 bis 4250 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Anderer beruflicher Ausbildungsabschluss,Weniger als 30 Stunden in der Woche,keine Antwort,keine Antwort,"weitere Dienstleistungsberufe wie: Friseur, Servicekraft",35410,24
IDDE103883,männlich,Ja,Ja,Ja,über 4250 bis 5250 €,Fachhochschulreife (Abschluss einer Fachoberschule etc.),Kein Studienabschluss,Meister-/Techniker- oder gleichwertiger Fachschulabschluss (inkl. Fachschule der ehemaligen DDR); Abschluss einer Fachakademie (Bayern),30 Stunden in der Woche oder mehr,Verheiratet,Der römisch-katholischen Kirche,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",86836,47
IDDE103884,weiblich,Ja,Ja,Ja,bis 1100 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,Arbeitslos,Vom Partner / von der Partnerin in Trennung lebend,keine Antwort,keine Antwort,13627,65
IDDE103885,weiblich,Ja,Ja,Ja,über 1800 bis 2200 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,"Beruflich-betriebliche Anlernzeit mit Abschlusszeugnis, aber keine Lehre; Teilfacharbeiterabschluss","Rentner, Ruhestand",Verheiratet,Der römisch-katholischen Kirche,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",66557,70
IDDE103886,männlich,Ja,Ja,Ja,über 3560 bis 4250 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Berufsqualifizierender Abschluss einer Berufsfachschule/eines Kollegs,30 Stunden in der Woche oder mehr,Verheiratet,keine Antwort,"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",67283,32
IDDE103887,weiblich,Ja,Ja,Ja,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,keine Antwort,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,"Hausfrau, Hausmann ohne weitere sonstige Beschäftigung",Verheiratet,Der evangelischen Kirche (ohne Freikirchen),"Verkaufs- und Vertriebsberufe wie:Verkaufsleiter, Ladenbesitzer, Verkäufer, Versicherungsvertreter, Einkäufer",21224,34
IDDE103888,männlich,Ja,Ja,Ja,über 3560 bis 4250 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,Verheiratet,keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",85467,65
IDDE103889,männlich,Ja,Ja,Ja,über 2600 bis 3000 €,Fachhochschulreife (Abschluss einer Fachoberschule etc.),Diplom einer Verwaltungs-/Fachhochschule,Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,Verheiratet,keine Antwort,"Höhere Verwaltungs- und Managementberufe wie: Bänker, Führungskraft im Großunternehmen, hoher Regierungsbeamter",67732,46
IDDE103890,weiblich,Ja,Ja,Ja,über 2600 bis 3000 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Promotion; Habilitation,Abgeschlossene kaufmännische Lehre,Arbeitslos,Verheiratet,Der evangelischen Kirche (ohne Freikirchen),keine Antwort,58636,54
IDDE103891,weiblich,Ja,Ja,Ja,über 3560 bis 4250 €,Anderer Schulabschluss,"Master oder Aufbaustudium einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Anderer beruflicher Ausbildungsabschluss,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,Studierende,86159,34
IDDE103892,männlich,Ja,Ja,Ja,über 3560 bis 4250 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Diplom, Magister, Staatsexamen einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",keine Antwort,Anderer Status,Geschieden,keine Antwort,"Freie, akademische und technische Berufe wie: Arzt, Lehrer, Ingenieur, Künstler",97070,69
IDDE103893,männlich,Ja,Ja,Ja,über 4250 bis 5250 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Meister-/Techniker- oder gleichwertiger Fachschulabschluss (inkl. Fachschule der ehemaligen DDR); Abschluss einer Fachakademie (Bayern),"Rentner, Ruhestand",Verheiratet,Der römisch-katholischen Kirche,"Höhere Verwaltungs- und Managementberufe wie: Bänker, Führungskraft im Großunternehmen, hoher Regierungsbeamter",29328,83
IDDE103894,männlich,Ja,Ja,Ja,bis 1100 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,Arbeitslos,Geschieden,Der evangelischen Kirche (ohne Freikirchen),"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",45701,62
IDDE103895,männlich,Ja,Ja,Ja,über 1500 bis 1800 €,Volks-/Hauptschulabschluss bzw. Polytechnische Oberschule mit Abschluss 8. oder 9. Klasse,Kein Studienabschluss,Berufsqualifizierender Abschluss einer Berufsfachschule/eines Kollegs,"Rentner, Ruhestand",Verheiratet,Der evangelischen Kirche (ohne Freikirchen),"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",78183,68
IDDE103896,männlich,Nein,Nein,Nein,über 4250 bis 5250 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Kein Ausbildungsabschluss,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",54441,55
IDDE103897,männlich,Ja,Ja,Ja,bis 1100 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,Verwitwet,keine Antwort,"weitere Dienstleistungsberufe wie: Friseur, Servicekraft",60594,58
IDDE103898,männlich,Ja,Ja,Nein,über 1100 bis 1500 €,Volks-/Hauptschulabschluss bzw. Polytechnische Oberschule mit Abschluss 8. oder 9. Klasse,Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,"Rentner, Ruhestand",Verwitwet,Der römisch-katholischen Kirche,"Verkaufs- und Vertriebsberufe wie:Verkaufsleiter, Ladenbesitzer, Verkäufer, Versicherungsvertreter, Einkäufer",47574,56
IDDE103899,weiblich,Ja,Ja,Ja,über 2600 bis 3000 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,"Rentner, Ruhestand",Verheiratet,keine Antwort,Dienstleistungsberufe in der medizinischen und Alterspflege,13187,63
IDDE103900,männlich,Ja,Ja,Ja,über 1500 bis 1800 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,keine Antwort,Abgeschlossene kaufmännische Lehre,"Rentner, Ruhestand",Geschieden,keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",21029,65
IDDE103901,weiblich,Ja,Ja,Ja,über 1100 bis 1500 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,"Rentner, Ruhestand",Geschieden,keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",65451,62
IDDE103902,weiblich,Ja,Ja,Ja,über 5250 bis 6250 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Berufliche Zweitausbildung,30 Stunden in der Woche oder mehr,Verheiratet,keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",6647,52
IDDE103903,männlich,Ja,Ja,Ja,über 3560 bis 4250 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Diplom, Magister, Staatsexamen einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Anderer beruflicher Ausbildungsabschluss,"Rentner, Ruhestand",Verheiratet,keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",27616,71
IDDE103904,männlich,Nein,Ja,Ja,über 5250 bis 6250 €,Fachhochschulreife (Abschluss einer Fachoberschule etc.),Bachelor einer Verwaltungs-/Fachhochschule,Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,Verheiratet,Der evangelischen Kirche (ohne Freikirchen),"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",65843,56
IDDE103905,männlich,Nein,Nein,Nein,über 4250 bis 5250 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Berufsqualifizierender Abschluss einer Berufsfachschule/eines Kollegs,30 Stunden in der Woche oder mehr,Verheiratet,Der römisch-katholischen Kirche,"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",41515,54
IDDE103906,männlich,Ja,Ja,Ja,über 3000 bis 3560 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,Weniger als 30 Stunden in der Woche,keine Antwort,keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",60386,54
IDDE103907,männlich,Ja,Ja,Ja,über 5250 bis 6250 €,Anderer Schulabschluss,"Bachelor einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Meister-/Techniker- oder gleichwertiger Fachschulabschluss (inkl. Fachschule der ehemaligen DDR); Abschluss einer Fachakademie (Bayern),30 Stunden in der Woche oder mehr,Verheiratet,Der evangelischen Kirche (ohne Freikirchen),"Verkaufs- und Vertriebsberufe wie:Verkaufsleiter, Ladenbesitzer, Verkäufer, Versicherungsvertreter, Einkäufer",84367,64
IDDE103908,weiblich,Nein,Ja,Nein,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Kein Ausbildungsabschluss,"Rentner, Ruhestand",Verwitwet,keiner,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",65187,70
IDDE103909,divers,Ja,Ja,Ja,über 3000 bis 3560 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,Verheiratet,keine Antwort,"Verkaufs- und Vertriebsberufe wie:Verkaufsleiter, Ladenbesitzer, Verkäufer, Versicherungsvertreter, Einkäufer",90763,59
IDDE103910,männlich,Ja,Ja,Ja,über 2600 bis 3000 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,"Rentner, Ruhestand",Verwitwet,Der römisch-katholischen Kirche,"Höhere Verwaltungs- und Managementberufe wie: Bänker, Führungskraft im Großunternehmen, hoher Regierungsbeamter",33100,67
IDDE103911,weiblich,Ja,Ja,Ja,über 2600 bis 3000 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Meister-/Techniker- oder gleichwertiger Fachschulabschluss (inkl. Fachschule der ehemaligen DDR); Abschluss einer Fachakademie (Bayern),30 Stunden in der Woche oder mehr,Geschieden,keine Antwort,"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",1099,56
IDDE103912,weiblich,Ja,Ja,Ja,über 1100 bis 1500 €,Volks-/Hauptschulabschluss bzw. Polytechnische Oberschule mit Abschluss 8. oder 9. Klasse,Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,"Rentner, Ruhestand",Verwitwet,Der evangelischen Kirche (ohne Freikirchen),"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",88400,77
